event_id,event_name,date,location,fight_id,division,title_fight,method,finish_round,match_time_sec,total_rounds
ad23903ef3af7406,UFC 310: Pantoja vs. Asakura,2024/12/07,"Las Vegas, Nevada, USA",a5c57b0f49e9f61c,welterweight,0,Submission,3,116,3.0
72c9c2eadfc3277e,UFC Fight Night: Covington vs. Buckley,2024/12/14,"Tampa, Florida, USA",7b1bc4ff776f12c1,light heavyweight,0,KO/TKO,3,224,3.0
72c9c2eadfc3277e,UFC Fight Night: Covington vs. Buckley,2024/12/14,"Tampa, Florida, USA",1a635a5e4551e7d5,flyweight,0,KO/TKO,3,117,3.0
72c9c2eadfc3277e,UFC Fight Night: Covington vs. Buckley,2024/12/14,"Tampa, Florida, USA",00c6a2ef07ca51da,welterweight,0,TKO - Doctor's Stoppage,3,282,5.0
72c9c2eadfc3277e,UFC Fight Night: Covington vs. Buckley,2024/12/14,"Tampa, Florida, USA",b0be38110c2d8b84,lightweight,0,KO/TKO,1,168,3.0
72c9c2eadfc3277e,UFC Fight Night: Covington vs. Buckley,2024/12/14,"Tampa, Florida, USA",5238f6470d0557fb,bantamweight,0,Decision - Split,3,300,3.0
72c9c2eadfc3277e,UFC Fight Night: Covington vs. Buckley,2024/12/14,"Tampa, Florida, USA",7521015554088962,featherweight,0,KO/TKO,3,96,3.0
72c9c2eadfc3277e,UFC Fight Night: Covington vs. Buckley,2024/12/14,"Tampa, Florida, USA",e5f9d59d00fe3c73,women's flyweight,0,Decision - Unanimous,3,300,3.0
72c9c2eadfc3277e,UFC Fight Night: Covington vs. Buckley,2024/12/14,"Tampa, Florida, USA",cf258c17234d649e,featherweight,0,Decision - Unanimous,3,300,3.0
72c9c2eadfc3277e,UFC Fight Night: Covington vs. Buckley,2024/12/14,"Tampa, Florida, USA",9c24c03131d5b49a,lightweight,0,KO/TKO,2,123,3.0
72c9c2eadfc3277e,UFC Fight Night: Covington vs. Buckley,2024/12/14,"Tampa, Florida, USA",ebeeed2595266bbc,featherweight,0,KO/TKO,1,298,3.0
72c9c2eadfc3277e,UFC Fight Night: Covington vs. Buckley,2024/12/14,"Tampa, Florida, USA",2b6a75175bbca4e9,light heavyweight,0,Decision - Unanimous,3,300,3.0
e955046551f8c7dd,UFC Fight Night: Yan vs. Figueiredo,2024/11/23,"Macau, China",f53573316a4f349f,bantamweight,0,Decision - Unanimous,5,300,5.0
e955046551f8c7dd,UFC Fight Night: Yan vs. Figueiredo,2024/11/23,"Macau, China",02ec66f311dce539,light heavyweight,0,Decision - Unanimous,3,300,3.0
