id,name,nick_name,wins,losses,draws,height,weight,reach,stance
fdfef29ba17ee525,Alex Schoenauer,,15,10,0,190.5,83.91,,Orthodox
0d5cc0170c1a7e71,Mick Parkin,,10,1,0,193.04,120.2,200.66,Orthodox
2f732dd9210d301f,Tito Ortiz,The People's Champ,19,12,1,190.5,92.99,187.96,Orthodox
d343df8ba11f4c4e,Nina Nunes,,11,7,0,165.1,56.7,162.56,Orthodox
2fc7e9701642ca38,Matthew Lopez,,10,4,0,170.18,61.23,175.26,Southpaw
879f6cae48d25baa,Justin Lawrence,The American Kidd,10,4,0,172.72,65.77,170.18,Orthodox
8d3273573b85be09,Asu Almabayev,Zulfikar,21,3,0,162.56,56.7,165.1,Orthodox
8d5daf67983b65ba,Fred Ettish,,1,1,0,182.88,81.65,,Southpaw
c32aeb1a59e6272d,Michael Morales,,18,0,0,182.88,77.11,200.66,Orthodox
7be14eaed4c74856,Brian Kelleher,Boom,24,16,0,167.64,61.23,167.64,Switch
e361e5c858af6ff1,Alex Karalexis,The Assassin,10,6,0,172.72,70.31,167.64,Orthodox
efd2b3e9bb7965a4,Bharat Kandare,Daring,5,3,0,170.18,61.23,182.88,Orthodox
c06a9b48d4132c8e,James Moontasri,Moon Walker,9,5,0,177.8,77.11,180.34,Switch
c6e6926a81adcd00,Adriano Santos,,0,1,0,,,,
15ea371202eb25e1,Roberto Romero,El Charro Negro,8,5,1,172.72,65.77,177.8,Orthodox
3fa97913cfd205d3,Alessandro Costa,Nono,14,4,0,162.56,56.7,170.18,Orthodox
4a07b1988477502c,Seokhyeon Ko,The Korean Tyson,12,2,0,177.8,77.11,180.34,Southpaw
2296125b6c362355,Wulijiburen,Beast Master,20,9,0,175.26,61.23,175.26,Orthodox
4798e823ada58fe9,Veronica Hardy,,9,5,1,162.56,56.7,162.56,Southpaw
22d1e00e1aabb7c9,Mike Whitehead,,27,8,0,185.42,92.99,,Orthodox
e4e0f310b3cf23a8,Alex Torres,Rolo,5,4,0,177.8,65.77,,Orthodox
546f8599a63c29da,Robert Sanchez,Littlefury,8,2,0,167.64,56.7,167.64,Orthodox
bad8be5827ea1bf1,Chris Heatherly,Stump,9,4,0,175.26,70.31,,Orthodox
4a28cb716c19157a,Stephen Thompson,Wonderboy,17,9,1,182.88,77.11,190.5,Orthodox
beecb672a279223e,Amanda Ribas,,13,6,0,160.02,52.16,167.64,Orthodox
d66a46de8d705353,Jeremiah Wells,,12,4,1,175.26,77.11,187.96,Switch
31bb0772f21cabd8,Daniel Lacerda,Miojo,11,6,0,167.64,56.7,177.8,Switch
69037fc7730e4225,Steven Nguyen,The Ninja,9,2,0,180.34,65.77,185.42,Switch
5c637af9472ae7cc,Jamey-Lyn Horth,,8,2,0,170.18,56.7,167.64,Orthodox
5444c5a201d3ee5a,Jamahal Hill,Sweet Dreams,12,4,0,193.04,92.99,200.66,Southpaw
cc84b68f862b466f,Eddie Yagin,The Filipino Phenom,16,7,1,170.18,65.77,,Orthodox
02f484417a6fa69d,Uran Satybaldiev,Gorilla,9,1,0,193.04,92.99,200.66,Orthodox
67c1d46f4ed16f9e,Matt Schnell,Danger,17,9,0,172.72,56.7,177.8,Orthodox
8355922d564b152c,Nate Diaz,,22,13,0,182.88,77.11,193.04,Southpaw
da816417a579a0bd,Gavin Tucker,Guv'nor,13,3,0,167.64,65.77,167.64,Southpaw
6f242453c91a5af0,Dennis Bermudez,The Menace,17,9,0,167.64,70.31,167.64,Orthodox
7f0b4a75ef3039a3,Eddie Sanchez,The Manic Hispanic,15,8,0,187.96,104.33,187.96,Orthodox
b60c980f79b87ce8,Bea Malecki,,4,1,0,175.26,61.23,187.96,Orthodox
6da99156486ed6c2,Joshua Burkman,The People's Warrior,28,16,0,177.8,77.11,182.88,Orthodox
20bccc9bb4ceb23e,Melquizael Costa,Melk Cauthy,24,7,0,177.8,65.77,180.34,Southpaw
d221ee27afc7a60e,Viscardi Andrade,,19,6,0,180.34,77.11,190.5,Orthodox
1d4bbaabd8b60173,Stanislav Nedkov,Stucky,12,2,0,180.34,92.99,180.34,Orthodox
029e1293e609fd74,Abubakar Nurmagomedov,,17,4,1,180.34,77.11,182.88,Orthodox
bbfca6d5c27d9cd8,Edwin Figueroa,El Feroz,9,5,0,170.18,61.23,175.26,Orthodox
5b2d7906aa894274,Mike Massenzio,The Master of Disaster,13,9,0,187.96,83.91,185.42,Southpaw
a6f3d15cb84334bb,Dean Barry,The Sniper,4,2,0,177.8,77.11,182.88,Orthodox
f0abbb6f3444dae7,Paul Buentello,The Headhunter,35,17,0,187.96,111.13,195.58,Orthodox
9560ff14eb3129f7,Giga Chikadze,Ninja,15,5,0,182.88,65.77,187.96,Orthodox
57bf89d42364d39e,Issei Tamura,,10,8,0,165.1,61.23,160.02,Orthodox
d4c9dcd330403612,Anthony Smith,Lionheart,38,22,0,193.04,92.99,193.04,Orthodox
9ab9912e0f8fa6d6,Cory Hendricks,,3,1,0,190.5,92.99,,Switch
a9e260472d321361,Jasmine Jasudavicius,,14,3,0,170.18,56.7,172.72,Orthodox
f7be1db194e03d7e,Pedro Falcao,Pedrinho,16,5,0,167.64,61.23,167.64,Orthodox
c77a953488e5607d,Vinc Pichel,From Hell,14,5,0,177.8,70.31,182.88,Orthodox
37cc294027f55e4d,Austin Springer,,12,4,0,172.72,65.77,180.34,Orthodox
53bb0d40905b87c0,Jay Silva,,10,11,1,187.96,83.91,,Southpaw
2a542ee8a8b83559,Tim Sylvia,The Maine-iac,31,10,0,203.2,120.2,203.2,Orthodox
29af297d9f1de0f8,Damon Jackson,The Leech,23,8,1,180.34,70.31,180.34,Switch
d1e7fc58d4225cdf,Danny Castillo,Last Call,17,10,0,175.26,70.31,180.34,Orthodox
a8283a4f415e1eb9,Francisco Trinaldo,Massaranduba,28,9,0,175.26,77.11,177.8,Southpaw
2e7878927067fdca,Manuel Torres,El Loco,16,3,0,177.8,70.31,185.42,Switch
b2f88c04c4dd43ce,Jason Miller,Mayhem,23,10,0,185.42,83.91,,Orthodox
60c72f7459827881,Julio Paulino,The Dominican Demon,23,5,0,182.88,77.11,,Orthodox
2620f3eb21c79614,Scott Adams,,8,1,0,182.88,102.06,,Southpaw
b8bbdeff718dbb7d,Pat Sabatini,,20,5,0,172.72,65.77,177.8,Orthodox
06a80a685ea98573,Irwin Rivera,The Beast,10,6,0,167.64,61.23,170.18,Southpaw
b671bdf981ad527d,HyunSung Park,Peace of Mind,10,0,0,170.18,56.7,167.64,Orthodox
852454c572675334,James Wilks,Lightning,7,4,0,185.42,77.11,190.5,Orthodox
3ba3b5cc94498437,Johnny Rees,The Hater Hurter,13,5,0,182.88,77.11,,Orthodox
dd992d569aaebee6,Jesse Taylor,JT Money,31,15,0,182.88,77.11,185.42,Orthodox
192520689012c7e4,Suman Mokhtarian,,8,5,0,172.72,65.77,182.88,Orthodox
c933d423ebdbbbdb,John Matua,,1,4,0,187.96,181.44,,Orthodox
55a7b2d4e54ffac9,Ryo Chonan,Piranah,22,13,0,175.26,77.11,177.8,Orthodox
98a6b2361045898f,Dong Hyun Ma,Maestro,16,11,3,180.34,70.31,177.8,Orthodox
d6d5da3c209884bc,Guilherme Vasconcelos,Bomba,9,4,0,182.88,83.91,,Orthodox
2299605af59fd309,Emmanuel Yarborough,,1,2,0,203.2,349.27,,Open Stance
98ec9f385cca47fc,Besam Yousef,,7,4,0,180.34,77.11,,Orthodox
afe8d5b39ff7fca2,Louis Cosce,,7,2,0,175.26,77.11,180.34,Orthodox
91acd6910b802a9e,Chris Lytle,Lights Out,31,18,5,180.34,77.11,172.72,Orthodox
41e83a89929d1327,Jailton Almeida,Malhadinho,22,3,0,190.5,92.99,200.66,Orthodox
eae431e70064e046,Abdul Razak Alhassan,,12,7,0,177.8,83.91,185.42,Orthodox
fd406a32a6fb3a29,Chris Duncan,The Problem,13,2,0,177.8,70.31,180.34,Orthodox
d50382dc0565a9e1,Viviane Pereira,Sucuri,13,2,0,154.94,52.16,160.02,Orthodox
f5431394fb284bb9,James Te Huna,,16,9,0,187.96,83.91,190.5,Orthodox
7bde387d50829adf,Eduardo Garagorri,,13,2,0,175.26,65.77,177.8,Orthodox
5898357a45a73674,Sione Latu,,1,0,0,182.88,97.52,,
aec185309b4843d0,Siyar Bahadurzada,The Great,24,8,1,180.34,77.11,185.42,Orthodox
01fcef7e3d051722,Henry Briones,Bure,16,8,1,172.72,61.23,175.26,Orthodox
0978385b2bd9ef9b,Nick Aguirre,Slick,7,2,0,175.26,61.23,187.96,Southpaw
dd37fd509af89f15,Josh Koscheck,,17,11,0,177.8,77.11,185.42,Orthodox
0e46690e55a8df75,Timmy Cuamba,Twilight,9,3,0,175.26,65.77,180.34,Orthodox
7691a80e6ca3e55b,Jon Madsen,,8,2,0,182.88,108.86,182.88,Orthodox
49efbdc6c9f650c4,Icho Larenas,,6,5,0,190.5,106.59,,Orthodox
b2a78df161bd67f9,Gauge Young,Gee Money,9,3,0,175.26,70.31,177.8,Orthodox
6a8928652fc01bee,Brandon Jenkins,The Human Highlight Reel,15,9,0,182.88,70.31,180.34,Switch
dcdd511ff757f15c,Oli Thompson,,17,10,0,185.42,109.77,190.5,Orthodox
bd21a1e3d41c97ee,Ronny Markes,,17,5,0,185.42,83.91,190.5,Orthodox
2526be54e6a0e62a,Denys Bondar,Psycho,14,5,0,167.64,56.7,175.26,Orthodox
c34e5849184b08c3,Yasuhiro Urushitani,,21,8,6,165.1,56.7,,Southpaw
8abf70f79e9e27c2,Tor Troeng,The Hammer,16,7,1,187.96,83.91,,Orthodox
44bc27bfa76dcd9e,Renee Forte,,8,4,0,170.18,70.31,180.34,Orthodox
bc8f6b42767e28df,Naoyuki Kotani,,34,14,7,172.72,70.31,167.64,Southpaw
69f01b25dfabaf6b,Mads Burnell,,9,3,0,172.72,65.77,175.26,Orthodox
75e0d3cc2262b732,Shane Roller,,11,7,0,177.8,70.31,182.88,Orthodox
8fc9ae9c7527dfcb,Callan Potter,The Rockstar,18,9,0,182.88,77.11,182.88,Orthodox
8b5f9ea38184ded3,Nicholas Musoke,Nico,13,5,0,182.88,77.11,190.5,Orthodox
27fc9218a3653e3c,Justin Eilers,The Hammer,19,7,1,185.42,106.59,,Orthodox
436f970c9ea9169c,Gabriel Benitez,Moggly,23,13,0,172.72,70.31,180.34,Southpaw
31bbd39c0a075d4e,Pingyuan Liu,,13,7,0,167.64,61.23,182.88,Orthodox
d661ce4da776fc20,Petr Yan,No Mercy,18,5,0,170.18,61.23,170.18,Switch
eaa9402e5a7990ad,Braxton Smith,The Beautiful Monster,5,2,0,180.34,116.57,182.88,Orthodox
2153a7f8396a46cc,Luiz Dutra,Besouro,13,6,1,180.34,77.11,,Orthodox
072a10e85f7d4bff,Milana Dudieva,,11,6,0,160.02,61.23,,Orthodox
c21a036b4e012f1c,John Makdessi,The Bull,18,9,0,172.72,70.31,172.72,Orthodox
93ce4ac89e3d7652,Luke Cummo,,6,6,0,182.88,77.11,187.96,Orthodox
776d4262c4da38bf,Pete Rodriguez,Dead Game,5,2,0,175.26,77.11,180.34,Switch
0641c21bec209472,Mike Jackson,The Truth,1,2,0,187.96,77.11,187.96,Orthodox
aa1952ec0b3dd8e1,Kurt Pellegrino,Batman,16,7,0,172.72,70.31,177.8,Orthodox
1497e735d9f2560a,Ange Loosa,The Last Ninja,10,5,0,177.8,77.11,187.96,Orthodox
710d93f1508f7104,Stevie Lynch,,5,2,0,177.8,77.11,,Orthodox
e4bde462b043d3e1,Sanae Kikuta,,31,9,3,175.26,90.72,,Orthodox
7b3503352cd53abb,Westin Wilson,,17,9,0,185.42,65.77,185.42,Southpaw
5f99b2bafb10305f,Daron Cruickshank,Detroit Superstar,18,10,0,172.72,70.31,182.88,Switch
8cb78f3a6c2a08f7,Leah Letson,Nidas,5,3,0,170.18,65.77,180.34,Southpaw
361d49960a196976,Daniel Pineda,The Pit,28,17,0,170.18,65.77,175.26,Orthodox
8dc46e9a7895ce1a,Alexandre Dantas,Cafe,0,3,0,187.96,107.95,,Orthodox
f797f0c57a83353e,Trevor Smith,Hot Sauce,15,10,0,190.5,83.91,190.5,Orthodox
8bd4200561c77a62,Ketlen Souza,Esquentadinha,15,5,0,160.02,52.16,160.02,Orthodox
29f935654825331b,Chris Sanford,,5,1,0,180.34,83.91,,Orthodox
39330403ad27c2bb,Patrick Williams,The Animal,8,6,0,172.72,61.23,185.42,Orthodox
132deb59abae64b1,Valentina Shevchenko,Bullet,25,4,1,165.1,56.7,167.64,Southpaw
918d9d89d4d52acc,Anthony Torres,The Crush,5,3,0,172.72,77.11,,Orthodox
025f0b1b58fbad01,Darko Stosic,,13,4,0,182.88,92.99,193.04,Orthodox
5a558ba1ff5e9121,Darrill Schoonover,The Boss,14,8,0,187.96,99.79,,Orthodox
f50d95223751e6ca,Russell Doane,,15,8,0,170.18,61.23,177.8,Orthodox
02fc8f50f56eb307,Trent Jenkins,,0,4,0,187.96,83.91,,
d2cd7a69cc55e7ed,Austin Hubbard,Thud,17,9,0,177.8,70.31,180.34,Orthodox
0f3a990526c5e706,Sean Sharaf,The Smoke,4,1,0,190.5,114.31,195.58,Orthodox
bb1a2cdad6ff34db,Jason Knight,The Kid,20,5,0,177.8,65.77,180.34,Orthodox
1eff7bc0f815b270,Yorgan De Castro,The Mad Titan,6,3,0,182.88,113.4,187.96,Orthodox
a9d6e047ce48ab63,Allen Crowder,Pretty Boy,10,4,0,190.5,111.13,193.04,Orthodox
33e33d51f289d2a1,Maurice Smith,,12,14,0,187.96,100.24,,Orthodox
701e057d63c124d9,Ian McCall,Uncle Creepy,13,5,1,165.1,56.7,162.56,Orthodox
a8ea84cbe1655f0a,Jeff Curran,Big Frog,36,18,1,167.64,61.23,175.26,Orthodox
4ba8d454f762005d,Zak Cummings,,25,7,0,182.88,92.99,190.5,Southpaw
68dd7b3783c19f9c,Shane Carwin,The Engineer,12,2,0,187.96,120.2,203.2,Orthodox
e0c6edcb5b5d0b90,Chepe Mariscal,Machine Gun,18,6,0,170.18,65.77,175.26,Orthodox
b8a85389d115e35a,Jack Shore,Tank,17,3,0,172.72,65.77,180.34,Orthodox
c482c8605455a213,Junior Albini,Baby,14,6,0,190.5,119.75,187.96,Orthodox
2be6596a9db33bf5,Jason MacDonald,The Athlete,25,16,0,190.5,83.91,203.2,Orthodox
8f2939f5fd9cca1e,TJ Waldburger,,16,9,0,180.34,77.11,190.5,Orthodox
f5779a2303ed76ec,Valter Walker,The Clean Monster,14,1,0,198.12,120.2,198.12,Orthodox
0e9869d712e81f8f,Sam Adkins,The Experience,7,20,2,190.5,102.06,,Orthodox
32016899d0a222a3,Lee Murray,Lightning,8,2,1,190.5,83.91,,Orthodox
b35a159f525764eb,Chris Saunders,The So Cal Kid,16,8,0,172.72,70.31,,
1e1dbd1cc5a7469e,Jimi Manuwa,Poster Boy,17,6,0,185.42,92.99,200.66,Orthodox
6d48a2df51749d91,Antonio Trocoli,Malvado,12,5,0,198.12,83.91,200.66,Orthodox
b60391da771deefe,Todd Medina,El Tiburon,11,9,0,177.8,87.54,,Southpaw
a01a62132460a98d,Adam Fugitt,,10,4,0,185.42,77.11,195.58,Southpaw
cbf1c7ba5408a66f,Salim Touahri,Grizzly,10,4,0,177.8,77.11,182.88,Orthodox
20bcc9966affb19c,Jake O'Brien,Irish,15,4,0,190.5,92.99,193.04,Orthodox
9b198c73e3d0d289,Justin Salas,J-Bomb,12,7,0,172.72,70.31,177.8,Southpaw
f9a20a17d712ef7c,Cole Williams,Havoc,11,3,0,182.88,77.11,185.42,Orthodox
f341f9551ba744e2,Paul Jones,,11,1,1,175.26,90.26,,Orthodox
1897b7b913736a7c,Alatengheili,The Mongolian Knight,17,10,2,165.1,61.23,167.64,Orthodox
35673bf5204524ee,Bo Nickal,,7,1,0,185.42,83.91,193.04,Southpaw
4c88a1db5a46c6a4,Jai Herbert,Black Country Banger,13,6,1,185.42,70.31,195.58,Orthodox
8f6a18831a120817,James Krause,The,28,9,0,187.96,77.11,185.42,Orthodox
c8097968da5e5f13,Chris Wade,,12,3,0,177.8,70.31,177.8,Orthodox
7be63795363029e8,Cody McKenzie,,16,10,0,182.88,70.31,182.88,Switch
22aa91e402d0fe1f,Ramsey Nijem,,9,6,0,180.34,70.31,190.5,Orthodox
7d6ceff6747f2de2,Jose Delgado,,10,1,0,180.34,65.77,187.96,Switch
20ec0061400178ca,Roberto Traven,Spider,6,4,1,190.5,102.97,,Orthodox
e5ecaf884b6da2bc,Chris Clements,The Menace,12,6,0,177.8,77.11,177.8,Orthodox
263ebd4a669e1e98,Fabiano Iha,,9,5,0,172.72,70.31,,Orthodox
63b65af1c5cb02cb,Ken Shamrock,The World's Most Dangerous Man,28,17,2,185.42,92.99,182.88,Orthodox
4b1d46a1b5c0fd11,Alberto Mina,Soldier of God,13,1,0,182.88,77.11,195.58,Orthodox
92a9aa9c93192871,Darren Elkins,The Damage,29,12,0,177.8,65.77,180.34,Orthodox
d1759b2b7be9be56,Hector Ramirez,Sick Dog,10,6,1,182.88,92.99,,Orthodox
1ea8df62b3f8fea6,Justin James,,13,7,0,177.8,70.31,,Orthodox
64ad3e3b0efa30bb,Ivan Erslan,,14,5,0,187.96,92.99,182.88,Orthodox
fea79f9bc8c68769,Marlon Moraes,Magic,23,10,1,167.64,61.23,170.18,Orthodox
e6147d5ab3685899,Donny Walker,Eagle Eye,15,10,0,175.26,61.23,,
66e98b3bb5fc5250,Dan Moret,The Hitman,13,6,0,182.88,70.31,185.42,Southpaw
02e52b3a595f0786,Kevin Jordan,The Shaman,11,9,0,190.5,111.13,,Orthodox
c4b81cdecd5d6abe,Gerald Harris,,23,5,0,180.34,83.91,195.58,Southpaw
36fbaa49a09ff997,Brian Houston,B-Hue,4,6,0,187.96,83.91,,Orthodox
e9ac7bfb65c25497,John Phillips,The Welsh Wrecking Machine,22,11,0,180.34,83.91,190.5,Southpaw
6e0e977beb909837,Sung Bin Jo,Korean Falcon,9,1,0,182.88,65.77,182.88,Orthodox
040a74bb0a465c54,Arnold Allen,Almighty,20,3,0,172.72,65.77,177.8,Southpaw
6859f67468ba8489,Kevin Randleman,The Monster,17,16,0,177.8,92.99,,Orthodox
04c8b08b16a5b99e,Tanner Boser,The Bulldozer,21,10,1,187.96,92.99,190.5,Orthodox
59a27d2e6d0802ac,Max Rohskopf,Rated R,5,1,0,185.42,70.31,180.34,Orthodox
abb68e3c7ca128f2,Julia Polastri,Psycho,13,5,0,157.48,52.16,160.02,Orthodox
1a98c9dbb7fc3959,Jocelyn Jones-Lybarger,,6,4,0,170.18,52.16,162.56,Orthodox
f703250471acaf96,Harry Hunsucker,The Hurricane,7,6,0,187.96,92.99,190.5,Orthodox
3f7dab21b6c971bc,Dequan Townsend,The Tarantula,21,12,0,190.5,92.99,200.66,Orthodox
348dff4e03bd18c6,Stefan Sekulic,,12,4,0,182.88,77.11,190.5,Southpaw
2db7fa8db6bc9632,Shane Nelson,Sugar,16,7,0,175.26,70.31,177.8,Southpaw
7aa3d6964eff4877,Alex Caceres,Bruce Leeroy,21,15,0,177.8,65.77,185.42,Southpaw
cd01f0b768a32475,Jonathan Wilson,Johnny Bravo,7,3,0,187.96,92.99,190.5,Southpaw
83fd97284f4bb4a4,Efrain Escudero,Hecho En Mexico,28,12,0,175.26,70.31,180.34,Orthodox
96d173b7f92aa520,Onassis Parungao,,2,1,0,180.34,90.72,,
9abc648e76c4493a,Bill Algeo,Senor Perfecto,18,9,0,182.88,65.77,185.42,Switch
948880beac71f028,Felipe Olivieri,,14,5,0,175.26,70.31,,Orthodox
06f0ffa6446c5b6d,Branden Lee Hinkle,The Iron Lion,17,11,0,190.5,106.59,,Orthodox
396fe87b84ac2e1c,Lerone Murphy,The Miracle,16,0,1,175.26,65.77,185.42,Orthodox
32490e80ddab1e5a,Song Kenan,The Assassin,22,9,0,182.88,77.11,180.34,Orthodox
9e8f6c728eb01124,Justin Gaethje,The Highlight,26,5,0,180.34,70.31,177.8,Orthodox
1338e2c7480bdf9e,Israel Adesanya,The Last Stylebender,24,5,0,193.04,83.91,203.2,Switch
33011768c3c4dc9a,Terry Etim,,16,5,0,185.42,70.31,185.42,Orthodox
b4ad3a06ee4d660c,Alistair Overeem,The Demolition Man,47,19,0,193.04,120.2,203.2,Orthodox
1abfb658cd4f8533,Nandor Guelmino,The Hun,11,5,1,190.5,104.33,,
9ada30894bf04e19,David Dvorak,Undertaker,20,6,0,165.1,56.7,172.72,Orthodox
5b5b9c6f6f270369,Kristof Midoux,The Hurricane,6,10,0,185.42,99.79,,Orthodox
4f736494fc733095,Carlos Eduardo Rocha,Ta Danado,9,4,0,177.8,77.11,185.42,Orthodox
37ed1ab2f8b819f4,Brad Riddell,Quake,10,4,0,170.18,70.31,180.34,Orthodox
b732b326c362fb62,Ryan Thomas,The Tank Engine,20,8,0,182.88,77.11,,Orthodox
6c8072b61c276e67,Jessica-Rose Clark,,11,9,0,165.1,61.23,162.56,Orthodox
c03a5022f8439f2a,Chad Laprise,The Disciple,13,4,0,177.8,77.11,180.34,Orthodox
4948e412fa6ab67d,Ravena Oliveira,Kenoudy,7,2,1,165.1,52.16,165.1,Orthodox
a72a2a769fa5a2be,Anshul Jubli,King of Lions,7,2,0,182.88,70.31,175.26,Switch
b4c96c3d9139bf0e,Patrick Walsh,The Beast of the East,10,3,0,180.34,83.91,,
06734ca9d88dec3a,Shara Magomedov,Bullet,15,1,0,187.96,83.91,185.42,Orthodox
c96518b7f6881004,Bob Gilstrap,,5,7,0,190.5,90.72,,Orthodox
3df5493bb279226f,Amanda Lemos,,15,4,1,162.56,52.16,165.1,Southpaw
849c5d9979df5357,Mateusz Rebecki,,20,2,0,170.18,70.31,167.64,Southpaw
7dfb56f24fe5ddea,Bobby Nash,,8,4,0,182.88,77.11,187.96,Orthodox
bf43fed8f29e1671,Marcin Held,,23,7,0,175.26,70.31,180.34,Orthodox
d910665038efc639,Carla Esparza,Cookie Monster,20,8,0,154.94,52.16,160.02,Orthodox
8270c00fae24c922,Dileno Lopes,,19,3,0,165.1,61.23,,
4b4fc3ddc307bc73,James Zikic,The Messenger,21,10,2,187.96,92.99,,Orthodox
c0d5c0c95c59050b,Ariane Carnelossi,Sorriso,15,3,0,157.48,52.16,154.94,Orthodox
a2d342ffc83913ed,Nathan Fletcher,,9,2,0,170.18,61.23,177.8,Orthodox
d1e1fdcea7c8a90a,Leandro Issa,Brodinho,13,6,0,170.18,61.23,175.26,Orthodox
de75d1c45a39e221,Sergio Pettis,,18,5,0,167.64,56.7,175.26,Orthodox
b62d5280966b2460,Clayton Carpenter,,8,1,0,167.64,56.7,167.64,Orthodox
6420efac0578988b,Yoshiki Takahashi,Kazuo,30,27,3,180.34,90.26,,Southpaw
b96619b3acd7d9da,Miesha Tate,Cupcake,20,10,0,167.64,61.23,165.1,Orthodox
48e96d9cea6d4ab0,Josh Clopton,The Gentleman,6,2,1,167.64,65.77,,Orthodox
d23ccf4a6c221284,Karlos Vemola,,17,5,0,182.88,83.91,190.5,Orthodox
1f9c371c93dfd3a9,Ryan McGillivray,The Kid,12,0,1,180.34,77.11,,
3c48019bc387b80c,Billy Miles,The Kid,2,2,0,177.8,77.11,,Orthodox
322a56923b396b4d,DaMarques Johnson,Darkness,15,15,0,185.42,77.11,190.5,Orthodox
25433871e4eee0f4,Alberto Crane,,15,5,0,165.1,70.31,,Orthodox
e8b731feff72294b,Alexa Grasso,,16,5,1,165.1,56.7,167.64,Orthodox
0ec821423baa26bd,Scott Fiedler,,0,1,0,193.04,106.59,,Orthodox
d33da8a3d82bdb62,Kai Asakura,,21,5,0,172.72,56.7,175.26,Orthodox
9b74de674c355425,Paul Taylor,Relentless,11,6,1,182.88,70.31,182.88,Orthodox
f998f5c102250d6e,Yohan Lainesse,White Lion,9,3,0,185.42,77.11,193.04,Orthodox
8a304bfd6bf04a57,Demetrious Johnson,Mighty Mouse,27,3,1,160.02,56.7,167.64,Orthodox
c727c7d31c50c4cf,Anthony Hamilton,Freight Train,15,9,0,195.58,117.93,193.04,Orthodox
008dc37cca279def,Sean McCorkle,,17,7,0,200.66,120.2,205.74,Orthodox
7f6ed67d3ed3c036,Cody Durden,Custom Made,17,8,1,170.18,56.7,170.18,Southpaw
484acc7b0f856ce9,Ben Saunders,Killa B,22,13,2,187.96,77.11,195.58,Orthodox
3795fca327cbcf23,Antonio Mendes,Samurai,18,13,0,190.5,92.99,195.58,Southpaw
5b407acfe0ef9b76,Nick Osipczak,,6,3,0,187.96,77.11,193.04,Orthodox
17e97649403ba428,Joshua Van,The Fearless,15,2,0,165.1,56.7,165.1,Orthodox
8cad40a75e5c97f5,Eddie Gordon,Truck,8,4,0,182.88,83.91,193.04,Orthodox
749f572d1d3161fb,Khalil Rountree Jr.,,15,6,0,185.42,92.99,193.04,Southpaw
981ab7a0576f76a0,Julie Kedzie,,16,13,0,165.1,61.23,,Orthodox
80eacd4da0617c57,Joseph Benavidez,,28,8,0,162.56,56.7,165.1,Southpaw
a6eb54ae17a551be,Gabriella Fernandes,Gabi,10,3,0,167.64,56.7,167.64,Southpaw
544d7460b3e44393,Albert Morales,The Warrior,7,4,1,175.26,61.23,182.88,Orthodox
9b7dfb3b7d99926a,Vanessa Melo,,11,8,0,165.1,61.23,165.1,Orthodox
fd5b6598a3b70c0a,Seth Baczynski,The Polish Pistola,20,14,0,190.5,77.11,190.5,Orthodox
036e96c1c12b8a59,Nick Fiore,,6,2,0,177.8,70.31,182.88,Orthodox
749685d24e2cac50,Remco Pardoel,Grizzly,9,6,1,190.5,117.93,,Southpaw
7447e9f28508106a,Mackenzie Dern,,15,5,0,162.56,52.16,160.02,Orthodox
23459ee7e373b98f,Jared Hamman,The Messenger,14,6,0,190.5,83.91,190.5,Orthodox
78114b7199cef90c,Urijah Faber,The California Kid,35,11,0,167.64,61.23,170.18,Orthodox
e4770d5ed44a3970,Brian Gassaway,,29,20,2,185.42,77.11,,Orthodox
4665f9f909cd7214,Shinsho Anzai,Animal,10,3,0,170.18,77.11,177.8,Orthodox
d802174b0c0c1f4e,Magomed Ankalaev,,21,1,1,190.5,92.99,190.5,Orthodox
2a8502954f49e682,Vinicius Queiroz,Spartan,8,4,0,200.66,99.79,,Orthodox
7559395ad833c074,Miranda Granger,Danger,7,3,0,170.18,52.16,172.72,Orthodox
eeabcd4dc6619129,Daniel Jolly,The Werewolf of Texas,5,3,0,185.42,92.99,190.5,Orthodox
077e3ace32b72be9,CJ Vergara,,12,7,1,167.64,56.7,172.72,Orthodox
68d35296f566792b,Josiane Nunes,Josi,10,4,0,157.48,61.23,170.18,Southpaw
34e552520a934063,Brad Scott,Bear,11,6,0,185.42,77.11,193.04,Orthodox
e1248941344b3288,Alexander Volkanovski,The Great,27,4,0,167.64,65.77,180.34,Orthodox
351c4ec637380ad5,Karol Rosa,,18,7,0,165.1,61.23,170.18,Orthodox
7bc475b0fc2020ab,Luis Ramos,Beicao,20,10,2,172.72,77.11,,Orthodox
80e6d71e14c1d356,Joe Slick,,16,5,3,182.88,90.26,,Orthodox
a220be6d41d6f97d,Carlos Barreto,,14,9,0,193.04,104.33,,Orthodox
318e629d1eb7aa49,Richie Hightower,The Dirty Samurai,8,4,0,172.72,77.11,,Orthodox
35e1f9984ed64206,Ryan MacDonald,Main Event,10,2,0,180.34,61.23,180.34,Switch
ef1182eb28c17d4e,Mark Striegl,Mugen,18,4,0,172.72,65.77,177.8,Southpaw
f0fad0e9f3b65752,Jamey Simmons,The Afro Samurai,7,4,0,167.64,61.23,177.8,Orthodox
c62fbc117d57b943,Tai Tuivasa,Bam Bam,15,8,0,187.96,119.75,190.5,Southpaw
c6aee362c7a7d482,Randy Brown,Rudeboy,20,6,0,190.5,77.11,198.12,Orthodox
